Il numero totale di giorni è 1092 e il numero di specialità è 1109, giorni spuri 0

Giorno 0, ospedale 1000300, specialità 9, ricoveri 0/11, letti occupati 0/34, coda attesa 0
Giorno 3, ospedale 1090400, specialità 56, ricoveri 0/3, letti occupati 0/10, coda attesa 0
Giorno 3, ospedale 1090400, specialità 8, ricoveri 1/5, letti occupati 3/13, coda attesa 0
Giorno 3, ospedale 1090400, specialità 38, ricoveri 1/4, letti occupati 1/13, coda attesa 0
Giorno 3, ospedale 1090501, specialità 36, ricoveri 2/14, letti occupati 8/37, coda attesa 0
Giorno 3, ospedale 1090501, specialità 58, ricoveri 0/8, letti occupati 3/26, coda attesa 0
Giorno 3, ospedale 1090501, specialità 31, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 3, ospedale 1090501, specialità 24, ricoveri 1/5, letti occupati 4/18, coda attesa 0
Giorno 3, ospedale 1090501, specialità 67, ricoveri 0/6, letti occupati 1/15, coda attesa 0
Giorno 3, ospedale 1090501, specialità 64, ricoveri 0/20, letti occupati 17/211, coda attesa 0
Giorno 3, ospedale 1090501, specialità 2, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 3, ospedale 1090501, specialità 19, ricoveri 0/2, letti occupati 1/8, coda attesa 0
Giorno 3, ospedale 1090501, specialità 70, ricoveri 0/2, letti occupati 1/11, coda attesa 0
Giorno 3, ospedale 1090501, specialità 9, ricoveri 3/11, letti occupati 7/35, coda attesa 0
Giorno 3, ospedale 1090501, specialità 28, ricoveri 0/1, letti occupati 1/10, coda attesa 0
Giorno 3, ospedale 1090501, specialità 26, ricoveri 5/17, letti occupati 28/126, coda attesa 0
Giorno 3, ospedale 1090501, specialità 62, ricoveri 0/2, letti occupati 1/4, coda attesa 0
Giorno 3, ospedale 1090501, specialità 18, ricoveri 0/26, letti occupati 16/155, coda attesa 0
Giorno 3, ospedale 1090501, specialità 33, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 3, ospedale 1090501, specialità 30, ricoveri 2/8, letti occupati 8/36, coda attesa 0
Giorno 3, ospedale 1090501, specialità 13, ricoveri 0/1, letti occupati 0/12, coda attesa 0
Giorno 3, ospedale 1090501, specialità 10, ricoveri 0/7, letti occupati 1/14, coda attesa 0
Giorno 3, ospedale 1090501, specialità 39, ricoveri 0/5, letti occupati 4/16, coda attesa 0
Giorno 3, ospedale 1090501, specialità 8, ricoveri 5/13, letti occupati 15/39, coda attesa 0
Giorno 3, ospedale 1090501, specialità 7, ricoveri 0/3, letti occupati 1/12, coda attesa 0
Giorno 3, ospedale 1090501, specialità 73, ricoveri 0/1, letti occupati 1/4, coda attesa 0
Giorno 3, ospedale 1090501, specialità 40, ricoveri 0/5, letti occupati 5/33, coda attesa 0
Giorno 3, ospedale 1090501, specialità 37, ricoveri 5/23, letti occupati 17/54, coda attesa 0
Giorno 3, ospedale 1090501, specialità 52, ricoveri 0/5, letti occupati 3/13, coda attesa 0
Giorno 3, ospedale 1090501, specialità 75, ricoveri 0/1, letti occupati 0/4, coda attesa 0
Giorno 3, ospedale 1090501, specialità 50, ricoveri 0/4, letti occupati 2/20, coda attesa 0
Giorno 3, ospedale 1090501, specialità 56, ricoveri 0/5, letti occupati 5/49, coda attesa 0
Giorno 3, ospedale 1090501, specialità 12, ricoveri 0/3, letti occupati 0/5, coda attesa 0
Giorno 3, ospedale 1090501, specialità 49, ricoveri 1/4, letti occupati 2/20, coda attesa 0
Giorno 3, ospedale 1090501, specialità 11, ricoveri 0/4, letti occupati 0/9, coda attesa 0
Giorno 3, ospedale 1090501, specialità 43, ricoveri 1/6, letti occupati 3/28, coda attesa 0
Giorno 3, ospedale 1090501, specialità 32, ricoveri 2/5, letti occupati 6/37, coda attesa 0
Giorno 3, ospedale 1090501, specialità 68, ricoveri 3/5, letti occupati 8/19, coda attesa 0
Giorno 3, ospedale 1090501, specialità 14, ricoveri 0/7, letti occupati 12/33, coda attesa 0
Giorno 3, ospedale 1090501, specialità 38, ricoveri 0/11, letti occupati 7/23, coda attesa 0
Giorno 3, ospedale 1090501, specialità 29, ricoveri 1/6, letti occupati 10/32, coda attesa 0
Giorno 3, ospedale 1090502, specialità 26, ricoveri 3/5, letti occupati 7/26, coda attesa 0
Giorno 3, ospedale 1090502, specialità 9, ricoveri 0/14, letti occupati 2/23, coda attesa 0
Giorno 3, ospedale 1090502, specialità 34, ricoveri 0/3, letti occupati 0/6, coda attesa 0
Giorno 3, ospedale 1090502, specialità 56, ricoveri 0/2, letti occupati 0/14, coda attesa 0
Giorno 3, ospedale 1090600, specialità 60, ricoveri 0/2, letti occupati 4/12, coda attesa 0
Giorno 3, ospedale 1090600, specialità 8, ricoveri 3/8, letti occupati 7/24, coda attesa 0
Giorno 3, ospedale 1090600, specialità 37, ricoveri 6/19, letti occupati 21/58, coda attesa 0
Giorno 3, ospedale 1090600, specialità 2, ricoveri 0/11, letti occupati 11/106, coda attesa 0
Giorno 3, ospedale 1090600, specialità 97, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 3, ospedale 1090600, specialità 40, ricoveri 0/6, letti occupati 4/24, coda attesa 0
Giorno 3, ospedale 1090600, specialità 14, ricoveri 0/7, letti occupati 7/23, coda attesa 0
Giorno 3, ospedale 1090600, specialità 70, ricoveri 0/2, letti occupati 1/3, coda attesa 0
Giorno 3, ospedale 1090600, specialità 35, ricoveri 0/5, letti occupati 0/18, coda attesa 0
Giorno 3, ospedale 1090600, specialità 73, ricoveri 0/3, letti occupati 3/10, coda attesa 0
Giorno 3, ospedale 1090600, specialità 49, ricoveri 0/2, letti occupati 1/17, coda attesa 0
Giorno 3, ospedale 1090600, specialità 43, ricoveri 3/9, letti occupati 4/31, coda attesa 0
Giorno 3, ospedale 1090600, specialità 38, ricoveri 1/10, letti occupati 4/23, coda attesa 0
Giorno 3, ospedale 1090600, specialità 7, ricoveri 0/4, letti occupati 4/18, coda attesa 0
Giorno 3, ospedale 1090600, specialità 52, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 3, ospedale 1090600, specialità 9, ricoveri 1/9, letti occupati 9/39, coda attesa 0
Giorno 3, ospedale 1090600, specialità 12, ricoveri 0/0, letti occupati 0/3, coda attesa 0
Giorno 3, ospedale 1090600, specialità 32, ricoveri 2/6, letti occupati 16/58, coda attesa 0
Giorno 3, ospedale 1090600, specialità 58, ricoveri 0/6, letti occupati 7/28, coda attesa 0
Giorno 3, ospedale 1090600, specialità 50, ricoveri 1/5, letti occupati 2/17, coda attesa 0
Giorno 3, ospedale 1090600, specialità 39, ricoveri 0/4, letti occupati 10/21, coda attesa 0
Giorno 3, ospedale 1090600, specialità 19, ricoveri 0/4, letti occupati 3/21, coda attesa 0
Giorno 3, ospedale 1090600, specialità 21, ricoveri 1/6, letti occupati 6/36, coda attesa 0
Giorno 3, ospedale 1090600, specialità 34, ricoveri 0/20, letti occupati 3/33, coda attesa 0
Giorno 3, ospedale 1090600, specialità 13, ricoveri 0/2, letti occupati 3/15, coda attesa 0
Giorno 3, ospedale 1090600, specialità 31, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 3, ospedale 1090600, specialità 68, ricoveri 1/6, letti occupati 16/33, coda attesa 0
Giorno 3, ospedale 1090600, specialità 67, ricoveri 0/2, letti occupati 2/9, coda attesa 0
Giorno 3, ospedale 1090600, specialità 30, ricoveri 1/6, letti occupati 7/26, coda attesa 0
Giorno 3, ospedale 1090600, specialità 36, ricoveri 0/8, letti occupati 9/53, coda attesa 0
Giorno 3, ospedale 1090600, specialità 18, ricoveri 0/3, letti occupati 5/27, coda attesa 0
Giorno 3, ospedale 1090600, specialità 64, ricoveri 1/11, letti occupati 61/210, coda attesa 0
Giorno 3, ospedale 1090600, specialità 71, ricoveri 0/3, letti occupati 7/50, coda attesa 0
Giorno 3, ospedale 1090600, specialità 24, ricoveri 0/4, letti occupati 4/29, coda attesa 0
Giorno 3, ospedale 1090600, specialità 29, ricoveri 0/4, letti occupati 2/22, coda attesa 0
Giorno 3, ospedale 1090600, specialità 26, ricoveri 9/11, letti occupati 27/85, coda attesa 0
Giorno 3, ospedale 1090701, specialità 33, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 3, ospedale 1090701, specialità 50, ricoveri 1/4, letti occupati 6/18, coda attesa 0
Giorno 3, ospedale 1090701, specialità 12, ricoveri 0/13, letti occupati 0/29, coda attesa 0
Giorno 3, ospedale 1090701, specialità 18, ricoveri 0/3, letti occupati 4/17, coda attesa 0
Giorno 3, ospedale 1090701, specialità 71, ricoveri 0/2, letti occupati 3/29, coda attesa 0
Giorno 3, ospedale 1090701, specialità 49, ricoveri 1/4, letti occupati 2/39, coda attesa 0
Giorno 3, ospedale 1090701, specialità 30, ricoveri 0/6, letti occupati 6/26, coda attesa 0
Giorno 3, ospedale 1090701, specialità 13, ricoveri 0/2, letti occupati 0/7, coda attesa 0
Giorno 3, ospedale 1090701, specialità 34, ricoveri 0/2, letti occupati 0/12, coda attesa 0
Giorno 3, ospedale 1090701, specialità 10, ricoveri 0/26, letti occupati 0/26, coda attesa 0
Giorno 3, ospedale 1090701, specialità 40, ricoveri 0/4, letti occupati 10/30, coda attesa 0
Giorno 3, ospedale 1090701, specialità 8, ricoveri 1/11, letti occupati 6/31, coda attesa 0
Giorno 3, ospedale 1090701, specialità 29, ricoveri 0/3, letti occupati 3/19, coda attesa 0
Giorno 3, ospedale 1090701, specialità 38, ricoveri 0/9, letti occupati 2/20, coda attesa 0
Giorno 3, ospedale 1090701, specialità 32, ricoveri 1/8, letti occupati 12/65, coda attesa 0
Giorno 3, ospedale 1090701, specialità 37, ricoveri 5/20, letti occupati 15/42, coda attesa 0
Giorno 3, ospedale 1090701, specialità 21, ricoveri 2/5, letti occupati 6/26, coda attesa 0
Giorno 3, ospedale 1090701, specialità 68, ricoveri 2/7, letti occupati 11/30, coda attesa 0
Giorno 3, ospedale 1090701, specialità 43, ricoveri 1/11, letti occupati 8/21, coda attesa 0
Giorno 3, ospedale 1090701, specialità 58, ricoveri 0/1, letti occupati 2/7, coda attesa 0
Giorno 3, ospedale 1090701, specialità 60, ricoveri 0/3, letti occupati 4/17, coda attesa 0
Giorno 3, ospedale 1090701, specialità 61, ricoveri 0/0, letti occupati 0/2, coda attesa 0
Giorno 3, ospedale 1090701, specialità 24, ricoveri 1/3, letti occupati 5/16, coda attesa 0
Giorno 3, ospedale 1090701, specialità 64, ricoveri 3/5, letti occupati 7/21, coda attesa 0
Giorno 3, ospedale 1090701, specialità 36, ricoveri 2/11, letti occupati 8/34, coda attesa 0
Giorno 3, ospedale 1090701, specialità 9, ricoveri 1/10, letti occupati 7/34, coda attesa 0
Giorno 3, ospedale 1090701, specialità 67, ricoveri 0/1, letti occupati 0/4, coda attesa 0
Giorno 3, ospedale 1090701, specialità 2, ricoveri 1/12, letti occupati 76/236, coda attesa 0
Giorno 3, ospedale 1090701, specialità 7, ricoveri 0/2, letti occupati 2/11, coda attesa 0
Giorno 3, ospedale 1090701, specialità 26, ricoveri 4/15, letti occupati 28/102, coda attesa 0
Giorno 3, ospedale 1090701, specialità 19, ricoveri 0/5, letti occupati 1/17, coda attesa 0
Giorno 3, ospedale 1090701, specialità 14, ricoveri 0/4, letti occupati 2/18, coda attesa 0
Giorno 3, ospedale 1090702, specialità 31, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 3, ospedale 1090702, specialità 33, ricoveri 0/2, letti occupati 1/15, coda attesa 0
Giorno 3, ospedale 1090702, specialità 39, ricoveri 3/10, letti occupati 19/92, coda attesa 0
Giorno 3, ospedale 1090702, specialità 73, ricoveri 0/2, letti occupati 0/3, coda attesa 0
Giorno 3, ospedale 1090702, specialità 78, ricoveri 2/4, letti occupati 2/7, coda attesa 0
Giorno 3, ospedale 1090702, specialità 99, ricoveri 0/3, letti occupati 0/13, coda attesa 0
Giorno 3, ospedale 1090702, specialità 37, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 3, ospedale 1090702, specialità 30, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 3, ospedale 1090702, specialità 11, ricoveri 2/15, letti occupati 5/89, coda attesa 0
Giorno 3, ospedale 1090702, specialità 36, ricoveri 0/5, letti occupati 0/12, coda attesa 0
Giorno 3, ospedale 1090702, specialità 67, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 3, ospedale 1090702, specialità 38, ricoveri 0/2, letti occupati 0/4, coda attesa 0
Giorno 3, ospedale 1090702, specialità 26, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 3, ospedale 1090702, specialità 49, ricoveri 0/3, letti occupati 0/22, coda attesa 0
Giorno 3, ospedale 1090800, specialità 31, ricoveri 2/9, letti occupati 14/19, coda attesa 0
Giorno 3, ospedale 1090800, specialità 34, ricoveri 0/12, letti occupati 0/12, coda attesa 0
Giorno 3, ospedale 1090800, specialità 39, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 3, ospedale 1090800, specialità 29, ricoveri 0/2, letti occupati 0/8, coda attesa 0
Giorno 3, ospedale 1090800, specialità 56, ricoveri 0/2, letti occupati 1/36, coda attesa 0
Giorno 3, ospedale 1090800, specialità 18, ricoveri 0/3, letti occupati 17/53, coda attesa 0
Giorno 3, ospedale 1090800, specialità 61, ricoveri 0/5, letti occupati 0/5, coda attesa 0
Giorno 3, ospedale 1090800, specialità 64, ricoveri 1/9, letti occupati 106/305, coda attesa 0
Giorno 3, ospedale 1090800, specialità 8, ricoveri 3/10, letti occupati 4/30, coda attesa 0
Giorno 3, ospedale 1090800, specialità 35, ricoveri 0/5, letti occupati 0/9, coda attesa 0
Giorno 3, ospedale 1090800, specialità 19, ricoveri 0/4, letti occupati 2/28, coda attesa 0
Giorno 3, ospedale 1090800, specialità 49, ricoveri 0/3, letti occupati 0/9, coda attesa 0
Giorno 3, ospedale 1090800, specialità 50, ricoveri 0/2, letti occupati 1/10, coda attesa 0
Giorno 3, ospedale 1090800, specialità 14, ricoveri 1/8, letti occupati 6/24, coda attesa 0
Giorno 3, ospedale 1090800, specialità 60, ricoveri 0/4, letti occupati 2/24, coda attesa 0
Giorno 3, ospedale 1090800, specialità 62, ricoveri 0/1, letti occupati 0/3, coda attesa 0
Giorno 3, ospedale 1090800, specialità 68, ricoveri 0/3, letti occupati 1/9, coda attesa 0
Giorno 3, ospedale 1090800, specialità 12, ricoveri 0/6, letti occupati 0/13, coda attesa 0
Giorno 3, ospedale 1090800, specialità 7, ricoveri 0/1, letti occupati 0/17, coda attesa 0
Giorno 3, ospedale 1090800, specialità 43, ricoveri 0/8, letti occupati 0/13, coda attesa 0
Giorno 3, ospedale 1090800, specialità 32, ricoveri 0/3, letti occupati 3/11, coda attesa 0
Giorno 3, ospedale 1090800, specialità 75, ricoveri 0/1, letti occupati 0/7, coda attesa 0
Giorno 3, ospedale 1090800, specialità 40, ricoveri 0/3, letti occupati 1/14, coda attesa 0
Giorno 3, ospedale 1090800, specialità 58, ricoveri 0/9, letti occupati 9/106, coda attesa 0
Giorno 3, ospedale 1090800, specialità 71, ricoveri 0/3, letti occupati 11/41, coda attesa 0
Giorno 3, ospedale 1090800, specialità 26, ricoveri 9/18, letti occupati 47/169, coda attesa 0
Giorno 3, ospedale 1090800, specialità 38, ricoveri 0/6, letti occupati 2/15, coda attesa 0
Giorno 3, ospedale 1090800, specialità 73, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 3, ospedale 1090800, specialità 37, ricoveri 6/20, letti occupati 20/41, coda attesa 0
Giorno 3, ospedale 1090800, specialità 36, ricoveri 1/7, letti occupati 7/25, coda attesa 0
Giorno 3, ospedale 1090800, specialità 9, ricoveri 4/10, letti occupati 10/44, coda attesa 0
Giorno 3, ospedale 1090901, specialità 38, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 3, ospedale 1090901, specialità 43, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 3, ospedale 1090901, specialità 13, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 3, ospedale 1090904, specialità 28, ricoveri 0/0, letti occupati 0/7, coda attesa 0
Giorno 3, ospedale 1090907, specialità 62, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 3, ospedale 1090907, specialità 49, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 3, ospedale 1092000, specialità 32, ricoveri 0/4, letti occupati 5/17, coda attesa 0
Giorno 3, ospedale 1092000, specialità 39, ricoveri 0/3, letti occupati 0/9, coda attesa 0
Giorno 3, ospedale 1092000, specialità 56, ricoveri 1/19, letti occupati 42/292, coda attesa 0
Giorno 3, ospedale 1092000, specialità 26, ricoveri 0/8, letti occupati 21/49, coda attesa 0
Giorno 3, ospedale 1092100, specialità 56, ricoveri 6/28, letti occupati 77/304, coda attesa 0
Giorno 3, ospedale 1092100, specialità 75, ricoveri 1/1, letti occupati 4/13, coda attesa 6


Giorno 4, ospedale 1000300, specialità 9, ricoveri 3/9, letti occupati 8/34, coda attesa 0
Giorno 4, ospedale 1000300, specialità 34, ricoveri 0/9, letti occupati 0/10, coda attesa 0
Giorno 4, ospedale 1000300, specialità 62, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 4, ospedale 1000300, specialità 21, ricoveri 0/1, letti occupati 0/10, coda attesa 0
Giorno 4, ospedale 1000300, specialità 32, ricoveri 2/5, letti occupati 7/30, coda attesa 0
Giorno 4, ospedale 1000300, specialità 73, ricoveri 0/1, letti occupati 0/5, coda attesa 0
Giorno 4, ospedale 1000300, specialità 43, ricoveri 1/6, letti occupati 1/18, coda attesa 0
Giorno 4, ospedale 1000300, specialità 67, ricoveri 0/1, letti occupati 0/3, coda attesa 0
Giorno 4, ospedale 1000300, specialità 12, ricoveri 2/6, letti occupati 4/12, coda attesa 0
Giorno 4, ospedale 1000300, specialità 38, ricoveri 1/7, letti occupati 5/17, coda attesa 0
Giorno 4, ospedale 1000300, specialità 26, ricoveri 13/17, letti occupati 36/101, coda attesa 0
Giorno 4, ospedale 1000300, specialità 18, ricoveri 0/0, letti occupati 1/6, coda attesa 0
Giorno 4, ospedale 1000300, specialità 37, ricoveri 5/15, letti occupati 20/44, coda attesa 0
Giorno 4, ospedale 1000300, specialità 2, ricoveri 1/3, letti occupati 2/12, coda attesa 0
Giorno 4, ospedale 1000300, specialità 49, ricoveri 1/6, letti occupati 1/12, coda attesa 0
Giorno 4, ospedale 1000300, specialità 40, ricoveri 3/3, letti occupati 8/16, coda attesa 0
Giorno 4, ospedale 1000300, specialità 56, ricoveri 1/2, letti occupati 3/12, coda attesa 0
Giorno 4, ospedale 1000300, specialità 64, ricoveri 3/3, letti occupati 12/33, coda attesa 0
Giorno 4, ospedale 1000300, specialità 35, ricoveri 0/5, letti occupati 0/5, coda attesa 0
Giorno 4, ospedale 1000300, specialità 50, ricoveri 2/5, letti occupati 2/17, coda attesa 0
Giorno 4, ospedale 1000300, specialità 36, ricoveri 2/9, letti occupati 7/22, coda attesa 0
Giorno 4, ospedale 1000300, specialità 8, ricoveri 2/8, letti occupati 3/20, coda attesa 0
Giorno 4, ospedale 1000300, specialità 58, ricoveri 0/1, letti occupati 3/6, coda attesa 0
Giorno 4, ospedale 1000300, specialità 39, ricoveri 1/4, letti occupati 5/12, coda attesa 0
Giorno 4, ospedale 1000401, specialità 32, ricoveri 0/1, letti occupati 1/5, coda attesa 0
Giorno 4, ospedale 1000401, specialità 39, ricoveri 1/6, letti occupati 8/11, coda attesa 0
Giorno 4, ospedale 1000401, specialità 50, ricoveri 0/1, letti occupati 0/3, coda attesa 0
Giorno 4, ospedale 1000401, specialità 56, ricoveri 1/1, letti occupati 4/13, coda attesa 0
Giorno 4, ospedale 1000401, specialità 37, ricoveri 2/11, letti occupati 4/24, coda attesa 0
Giorno 4, ospedale 1000401, specialità 99, ricoveri 0/11, letti occupati 0/15, coda attesa 0
Giorno 4, ospedale 1000401, specialità 19, ricoveri 1/3, letti occupati 3/22, coda attesa 0
Giorno 4, ospedale 1000401, specialità 36, ricoveri 0/4, letti occupati 0/19, coda attesa 0
Giorno 4, ospedale 1000401, specialità 8, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 4, ospedale 1000401, specialità 26, ricoveri 10/14, letti occupati 46/136, coda attesa 0
Giorno 4, ospedale 1000401, specialità 31, ricoveri 0/10, letti occupati 1/20, coda attesa 0
Giorno 4, ospedale 1000401, specialità 29, ricoveri 1/2, letti occupati 2/9, coda attesa 0
Giorno 4, ospedale 1000401, specialità 9, ricoveri 0/5, letti occupati 0/19, coda attesa 0
